source;target
Cliente939;Producto1
Cliente263;Producto17
Cliente804;Producto15
Cliente965;Producto8
Cliente492;Producto11
Cliente683;Producto5
Cliente661;Producto4
Cliente255;Producto11
Cliente599;Producto20
Cliente150;Producto9
Cliente599;Producto6
Cliente68;Producto19
Cliente358;Producto7
Cliente320;Producto20
Cliente759;Producto2
Cliente609;Producto7
Cliente133;Producto17
Cliente177;Producto2
Cliente630;Producto20
Cliente756;Producto14
Cliente923;Producto1
Cliente655;Producto5
Cliente305;Producto13
Cliente398;Producto2
Cliente289;Producto6
Cliente720;Producto5
Cliente515;Producto12
Cliente467;Producto6
Cliente798;Producto2
Cliente156;Producto13
Cliente881;Producto16
Cliente798;Producto5
Cliente176;Producto6
Cliente120;Producto10
Cliente742;Producto16
Cliente770;Producto3
Cliente573;Producto15
Cliente113;Producto14
Cliente866;Producto9
Cliente410;Producto13
Cliente74;Producto5
Cliente998;Producto4
Cliente408;Producto14
Cliente296;Producto6
Cliente781;Producto6
Cliente384;Producto15
Cliente380;Producto19
Cliente330;Producto6
Cliente14;Producto20
Cliente269;Producto17
Cliente861;Producto6
Cliente961;Producto15
Cliente720;Producto4
Cliente305;Producto18
Cliente877;Producto1
Cliente995;Producto7
Cliente555;Producto12
Cliente84;Producto18
Cliente850;Producto14
Cliente553;Producto20
Cliente396;Producto7
Cliente221;Producto6
Cliente337;Producto11
Cliente802;Producto9
Cliente871;Producto4
Cliente115;Producto4
Cliente318;Producto12
Cliente481;Producto2
Cliente778;Producto20
Cliente210;Producto9
Cliente546;Producto1
Cliente80;Producto2
Cliente19;Producto2
Cliente659;Producto15
Cliente553;Producto19
Cliente747;Producto13
Cliente689;Producto16
Cliente209;Producto12
Cliente334;Producto16
Cliente879;Producto3
Cliente21;Producto15
Cliente84;Producto12
Cliente897;Producto16
Cliente749;Producto18
Cliente385;Producto7
Cliente544;Producto12
Cliente350;Producto9
Cliente493;Producto6
Cliente304;Producto15
Cliente205;Producto20
Cliente12;Producto3
Cliente439;Producto16
Cliente820;Producto8
Cliente551;Producto18
Cliente49;Producto16
Cliente13;Producto6
Cliente578;Producto8
Cliente660;Producto16
Cliente887;Producto14
Cliente497;Producto13
Cliente198;Producto4
Cliente62;Producto9
Cliente341;Producto12
Cliente799;Producto20
Cliente438;Producto4
Cliente954;Producto15
Cliente628;Producto5
Cliente932;Producto15
Cliente133;Producto5
Cliente405;Producto15
Cliente170;Producto10
Cliente159;Producto13
Cliente188;Producto11
Cliente225;Producto8
Cliente987;Producto11
Cliente183;Producto9
Cliente996;Producto20
Cliente157;Producto8
Cliente3;Producto18
Cliente761;Producto10
Cliente166;Producto17
Cliente599;Producto4
Cliente618;Producto10
Cliente344;Producto11
Cliente216;Producto11
Cliente123;Producto13
Cliente919;Producto19
Cliente389;Producto9
Cliente595;Producto3
Cliente780;Producto1
Cliente230;Producto12
Cliente889;Producto5
Cliente370;Producto6
Cliente847;Producto6
Cliente985;Producto15
Cliente810;Producto13
Cliente211;Producto10
Cliente163;Producto4
Cliente960;Producto20
Cliente31;Producto13
Cliente8;Producto11
Cliente412;Producto13
Cliente250;Producto17
Cliente579;Producto11
Cliente236;Producto9
Cliente878;Producto7
Cliente384;Producto10
Cliente939;Producto10
Cliente690;Producto11
Cliente498;Producto8
Cliente548;Producto4
Cliente982;Producto7
Cliente584;Producto13
Cliente292;Producto4
Cliente293;Producto5
Cliente379;Producto13
Cliente964;Producto4
Cliente646;Producto1
Cliente416;Producto13
Cliente913;Producto4
Cliente390;Producto5
Cliente60;Producto17
Cliente705;Producto14
Cliente507;Producto9
Cliente294;Producto12
Cliente231;Producto14
Cliente54;Producto19
Cliente809;Producto18
Cliente828;Producto8
Cliente834;Producto15
Cliente132;Producto5
Cliente243;Producto10
Cliente186;Producto16
Cliente563;Producto18
Cliente85;Producto14
Cliente741;Producto12
Cliente454;Producto10
Cliente375;Producto13
Cliente70;Producto5
Cliente693;Producto3
Cliente827;Producto15
Cliente245;Producto15
Cliente951;Producto2
Cliente956;Producto20
Cliente272;Producto14
Cliente482;Producto15
Cliente33;Producto16
Cliente812;Producto10
Cliente707;Producto3
Cliente643;Producto14
Cliente726;Producto17
Cliente178;Producto4
Cliente607;Producto16
Cliente137;Producto15
Cliente92;Producto8
Cliente230;Producto13
Cliente569;Producto15
Cliente505;Producto5
Cliente793;Producto2
Cliente469;Producto9
Cliente905;Producto8
Cliente610;Producto1
Cliente671;Producto18
Cliente216;Producto6
Cliente246;Producto9
Cliente81;Producto11
Cliente24;Producto16
Cliente665;Producto18
Cliente876;Producto16
Cliente183;Producto9
Cliente533;Producto8
Cliente114;Producto3
Cliente275;Producto14
Cliente200;Producto4
Cliente750;Producto8
Cliente902;Producto16
Cliente372;Producto20
Cliente188;Producto2
Cliente80;Producto12
Cliente548;Producto4
Cliente213;Producto4
Cliente456;Producto2
Cliente391;Producto10
Cliente140;Producto10
Cliente83;Producto1
Cliente123;Producto8
Cliente63;Producto7
Cliente705;Producto5
Cliente783;Producto20
Cliente794;Producto11
Cliente67;Producto15
Cliente116;Producto9
Cliente253;Producto20
Cliente752;Producto10
Cliente90;Producto6
Cliente560;Producto17
Cliente235;Producto6
Cliente950;Producto12
Cliente502;Producto11
Cliente614;Producto4
Cliente201;Producto16
Cliente727;Producto20
Cliente901;Producto9
Cliente375;Producto12
Cliente301;Producto3
Cliente119;Producto6
Cliente38;Producto20
Cliente786;Producto10
Cliente785;Producto18
Cliente256;Producto12
Cliente953;Producto1
Cliente290;Producto16
Cliente323;Producto18
Cliente510;Producto11
Cliente110;Producto10
Cliente40;Producto1
Cliente43;Producto7
Cliente815;Producto1
Cliente262;Producto19
Cliente433;Producto12
Cliente881;Producto8
Cliente577;Producto1
Cliente518;Producto3
Cliente851;Producto3
Cliente287;Producto10
Cliente851;Producto20
Cliente578;Producto11
Cliente154;Producto4
Cliente65;Producto1
Cliente436;Producto2
Cliente413;Producto8
Cliente145;Producto13
Cliente519;Producto6
Cliente896;Producto11
Cliente234;Producto11
Cliente1000;Producto5
Cliente581;Producto4
Cliente453;Producto3
Cliente204;Producto17
Cliente106;Producto2
Cliente565;Producto1
Cliente868;Producto5
Cliente67;Producto2
Cliente431;Producto4
Cliente59;Producto1
Cliente682;Producto5
Cliente520;Producto6
Cliente210;Producto10
Cliente300;Producto17
Cliente757;Producto5
Cliente338;Producto12
Cliente245;Producto2
Cliente481;Producto10
Cliente571;Producto18
Cliente821;Producto1
Cliente605;Producto4
Cliente619;Producto10
Cliente741;Producto1
Cliente785;Producto4
Cliente434;Producto14
Cliente75;Producto13
Cliente782;Producto1
Cliente82;Producto7
Cliente617;Producto11
Cliente259;Producto13
Cliente431;Producto16
Cliente989;Producto6
Cliente261;Producto5
Cliente618;Producto14
Cliente355;Producto18
Cliente837;Producto5
Cliente783;Producto5
Cliente315;Producto1
Cliente428;Producto17
Cliente945;Producto13
Cliente181;Producto9
Cliente757;Producto5
Cliente603;Producto1
Cliente463;Producto12
Cliente649;Producto15
Cliente63;Producto14
Cliente346;Producto14
Cliente784;Producto7
Cliente20;Producto7
Cliente257;Producto9
Cliente593;Producto18
Cliente125;Producto14
Cliente843;Producto20
Cliente394;Producto2
Cliente237;Producto1
Cliente495;Producto15
Cliente543;Producto10
Cliente661;Producto14
Cliente509;Producto17
Cliente993;Producto14
Cliente455;Producto17
Cliente855;Producto10
Cliente271;Producto16
Cliente204;Producto19
Cliente500;Producto16
Cliente426;Producto18
Cliente535;Producto7
Cliente891;Producto16
Cliente962;Producto20
Cliente813;Producto12
Cliente745;Producto1
Cliente937;Producto18
Cliente254;Producto10
Cliente278;Producto5
Cliente359;Producto8
Cliente510;Producto17
Cliente725;Producto9
Cliente50;Producto15
Cliente234;Producto8
Cliente875;Producto10
Cliente22;Producto19
Cliente344;Producto2
Cliente653;Producto19
Cliente810;Producto2
Cliente838;Producto14
Cliente368;Producto15
Cliente812;Producto17
Cliente155;Producto15
Cliente746;Producto20
Cliente9;Producto10
Cliente551;Producto12
Cliente242;Producto17
Cliente202;Producto19
Cliente57;Producto16
Cliente578;Producto9
Cliente713;Producto13
Cliente283;Producto8
Cliente173;Producto1
Cliente112;Producto7
Cliente607;Producto8
Cliente703;Producto3
Cliente684;Producto14
Cliente612;Producto16
Cliente670;Producto13
Cliente549;Producto3
Cliente279;Producto14
Cliente481;Producto13
Cliente704;Producto9
Cliente364;Producto19
Cliente821;Producto18
Cliente291;Producto11
Cliente330;Producto18
Cliente582;Producto3
Cliente968;Producto8
Cliente339;Producto20
Cliente287;Producto16
Cliente755;Producto6
Cliente888;Producto5
Cliente316;Producto11
Cliente352;Producto20
Cliente526;Producto17
Cliente873;Producto17
Cliente910;Producto11
Cliente103;Producto1
Cliente663;Producto15
Cliente238;Producto10
Cliente901;Producto16
Cliente431;Producto11
Cliente710;Producto2
Cliente752;Producto6
Cliente145;Producto15
Cliente848;Producto8
Cliente677;Producto4
Cliente18;Producto7
Cliente847;Producto14
Cliente487;Producto12
Cliente253;Producto3
Cliente499;Producto7
Cliente912;Producto17
Cliente451;Producto3
Cliente652;Producto16
Cliente461;Producto2
Cliente232;Producto1
Cliente769;Producto13
Cliente174;Producto5
Cliente381;Producto20
Cliente404;Producto4
Cliente834;Producto5
Cliente967;Producto13
Cliente254;Producto10
Cliente360;Producto12
Cliente332;Producto14
Cliente5;Producto2
Cliente587;Producto14
Cliente50;Producto10
Cliente619;Producto8
Cliente491;Producto11
Cliente23;Producto20
Cliente467;Producto12
Cliente958;Producto15
Cliente658;Producto6
Cliente107;Producto20
Cliente913;Producto5
Cliente453;Producto1
Cliente555;Producto6
Cliente285;Producto5
Cliente174;Producto7
Cliente779;Producto3
Cliente269;Producto3
Cliente180;Producto11
Cliente9;Producto7
Cliente698;Producto15
Cliente998;Producto10
Cliente235;Producto5
Cliente53;Producto13
Cliente270;Producto17
Cliente184;Producto7
Cliente77;Producto3
Cliente795;Producto18
Cliente460;Producto10
Cliente336;Producto14
Cliente165;Producto19
Cliente844;Producto8
Cliente29;Producto17
Cliente920;Producto20
Cliente542;Producto4
Cliente143;Producto18
Cliente270;Producto19
Cliente695;Producto8
Cliente882;Producto18
Cliente622;Producto1
Cliente23;Producto6
Cliente128;Producto9
Cliente905;Producto19
Cliente405;Producto4
Cliente675;Producto7
Cliente685;Producto14
Cliente437;Producto20
Cliente342;Producto14
Cliente720;Producto17
Cliente750;Producto6
Cliente949;Producto1
Cliente745;Producto13
Cliente892;Producto20
Cliente221;Producto15
Cliente751;Producto11
Cliente522;Producto18
Cliente402;Producto5
Cliente381;Producto12
Cliente372;Producto4
Cliente37;Producto11
Cliente616;Producto15
Cliente981;Producto8
Cliente744;Producto20
Cliente114;Producto12
Cliente281;Producto3
Cliente127;Producto10
Cliente814;Producto20
Cliente931;Producto3
Cliente397;Producto14
Cliente740;Producto14
Cliente273;Producto15
Cliente79;Producto9
Cliente442;Producto12
Cliente255;Producto1
Cliente934;Producto17
Cliente349;Producto19
Cliente658;Producto2
Cliente124;Producto1
Cliente697;Producto8
Cliente935;Producto14
Cliente912;Producto10
Cliente229;Producto10
Cliente503;Producto20
Cliente201;Producto20
Cliente145;Producto9
Cliente525;Producto14
Cliente618;Producto20
Cliente689;Producto4
Cliente665;Producto4
Cliente426;Producto16
Cliente543;Producto1
Cliente36;Producto12
Cliente439;Producto7
Cliente75;Producto10
Cliente610;Producto17
Cliente851;Producto15
Cliente589;Producto2
Cliente502;Producto16
Cliente300;Producto2
Cliente276;Producto12
Cliente153;Producto4
Cliente27;Producto15
Cliente860;Producto11
Cliente691;Producto10
Cliente964;Producto2
Cliente107;Producto3
Cliente653;Producto17
Cliente905;Producto4
Cliente1000;Producto1
Cliente383;Producto19
Cliente400;Producto8
Cliente726;Producto20
Cliente452;Producto13
Cliente401;Producto20
Cliente556;Producto1
Cliente839;Producto16
Cliente501;Producto13
Cliente175;Producto8
Cliente726;Producto7
Cliente689;Producto18
Cliente569;Producto12
Cliente318;Producto4
Cliente838;Producto8
Cliente958;Producto18
Cliente347;Producto8
Cliente433;Producto4
Cliente983;Producto1
Cliente859;Producto14
Cliente131;Producto10
Cliente833;Producto17
Cliente419;Producto17
Cliente254;Producto8
Cliente831;Producto10
Cliente359;Producto14
Cliente171;Producto14
Cliente220;Producto3
Cliente864;Producto15
Cliente249;Producto19
Cliente428;Producto1
Cliente245;Producto5
Cliente262;Producto2
Cliente722;Producto11
Cliente956;Producto3
Cliente496;Producto6
Cliente111;Producto12
Cliente324;Producto5
Cliente968;Producto12
Cliente171;Producto3
Cliente497;Producto17
Cliente16;Producto15
Cliente463;Producto2
Cliente854;Producto14
Cliente615;Producto7
Cliente234;Producto1
Cliente54;Producto15
Cliente255;Producto2
Cliente313;Producto16
Cliente443;Producto7
Cliente21;Producto20
Cliente338;Producto6
Cliente476;Producto15
Cliente185;Producto13
Cliente18;Producto14
Cliente485;Producto6
Cliente576;Producto17
Cliente90;Producto11
Cliente397;Producto5
Cliente104;Producto12
Cliente298;Producto9
Cliente103;Producto17
Cliente935;Producto19
Cliente679;Producto6
Cliente59;Producto8
Cliente560;Producto15
Cliente23;Producto14
Cliente426;Producto14
Cliente688;Producto10
Cliente126;Producto3
Cliente187;Producto7
Cliente910;Producto10
Cliente451;Producto8
Cliente114;Producto20
Cliente708;Producto20
Cliente726;Producto14
Cliente938;Producto14
Cliente28;Producto2
Cliente181;Producto20
Cliente416;Producto19
Cliente451;Producto7
Cliente779;Producto14
Cliente146;Producto9
Cliente705;Producto6
Cliente928;Producto8
Cliente360;Producto10
Cliente710;Producto15
Cliente968;Producto8
Cliente670;Producto9
Cliente586;Producto18
Cliente49;Producto3
Cliente83;Producto13
Cliente86;Producto7
Cliente792;Producto5
Cliente160;Producto14
Cliente295;Producto16
Cliente965;Producto5
Cliente638;Producto4
Cliente863;Producto7
Cliente491;Producto8
Cliente972;Producto8
Cliente493;Producto16
Cliente231;Producto6
Cliente610;Producto20
Cliente340;Producto10
Cliente60;Producto3
Cliente328;Producto17
Cliente926;Producto8
Cliente199;Producto5
Cliente740;Producto4
Cliente3;Producto14
Cliente692;Producto16
Cliente28;Producto13
Cliente883;Producto17
Cliente420;Producto4
Cliente851;Producto6
Cliente310;Producto18
Cliente374;Producto14
Cliente929;Producto18
Cliente569;Producto18
Cliente622;Producto6
Cliente480;Producto11
Cliente36;Producto15
Cliente595;Producto2
Cliente755;Producto1
Cliente474;Producto19
Cliente398;Producto17
Cliente756;Producto14
Cliente971;Producto13
Cliente713;Producto17
Cliente30;Producto18
Cliente185;Producto4
Cliente694;Producto7
Cliente901;Producto14
Cliente814;Producto18
Cliente318;Producto11
Cliente587;Producto19
Cliente866;Producto11
Cliente753;Producto11
Cliente456;Producto20
Cliente900;Producto19
Cliente579;Producto17
Cliente792;Producto7
Cliente495;Producto8
Cliente137;Producto2
Cliente774;Producto12
Cliente861;Producto20
Cliente136;Producto14
Cliente354;Producto6
Cliente373;Producto4
Cliente293;Producto4
Cliente738;Producto14
Cliente772;Producto18
Cliente657;Producto5
Cliente167;Producto7
Cliente474;Producto16
Cliente961;Producto7
Cliente370;Producto6
Cliente143;Producto14
Cliente733;Producto19
Cliente803;Producto8
Cliente351;Producto17
Cliente416;Producto15
Cliente555;Producto6
Cliente384;Producto13
Cliente111;Producto3
Cliente996;Producto2
Cliente605;Producto18
Cliente648;Producto18
Cliente122;Producto1
Cliente681;Producto10
Cliente75;Producto9
Cliente315;Producto10
Cliente455;Producto19
Cliente458;Producto5
Cliente952;Producto10
Cliente223;Producto8
Cliente399;Producto1
Cliente485;Producto4
Cliente578;Producto5
Cliente127;Producto12
Cliente465;Producto6
Cliente286;Producto11
Cliente665;Producto12
Cliente172;Producto8
Cliente99;Producto7
Cliente79;Producto20
Cliente618;Producto16
Cliente589;Producto12
Cliente153;Producto4
Cliente836;Producto7
Cliente136;Producto8
Cliente98;Producto1
Cliente60;Producto19
Cliente364;Producto14
Cliente12;Producto13
Cliente731;Producto20
Cliente66;Producto20
Cliente377;Producto11
Cliente49;Producto1
Cliente204;Producto5
Cliente622;Producto12
Cliente498;Producto4
Cliente385;Producto4
Cliente959;Producto10
Cliente652;Producto13
Cliente965;Producto19
Cliente713;Producto10
Cliente467;Producto18
Cliente749;Producto4
Cliente879;Producto11
Cliente88;Producto20
Cliente312;Producto18
Cliente849;Producto3
Cliente447;Producto13
Cliente409;Producto9
Cliente602;Producto2
Cliente792;Producto7
Cliente187;Producto9
Cliente445;Producto5
Cliente850;Producto19
Cliente768;Producto15
Cliente863;Producto7
Cliente515;Producto3
Cliente543;Producto1
Cliente651;Producto16
Cliente275;Producto9
Cliente592;Producto12
Cliente497;Producto13
Cliente757;Producto11
Cliente164;Producto1
Cliente507;Producto12
Cliente927;Producto14
Cliente275;Producto13
Cliente410;Producto9
Cliente872;Producto11
Cliente351;Producto11
Cliente44;Producto11
Cliente197;Producto5
Cliente950;Producto14
Cliente129;Producto18
Cliente522;Producto12
Cliente414;Producto15
Cliente907;Producto15
Cliente646;Producto7
Cliente835;Producto19
Cliente74;Producto17
Cliente513;Producto2
Cliente401;Producto6
Cliente710;Producto4
Cliente253;Producto20
Cliente717;Producto12
Cliente357;Producto16
Cliente827;Producto5
Cliente914;Producto12
Cliente537;Producto12
Cliente945;Producto10
Cliente345;Producto8
Cliente334;Producto10
Cliente854;Producto7
Cliente588;Producto7
Cliente923;Producto17
Cliente990;Producto14
Cliente976;Producto20
Cliente856;Producto8
Cliente175;Producto1
Cliente160;Producto2
Cliente198;Producto9
Cliente657;Producto12
Cliente165;Producto19
Cliente187;Producto2
Cliente618;Producto14
Cliente686;Producto1
Cliente63;Producto2
Cliente452;Producto9
Cliente586;Producto6
Cliente253;Producto4
Cliente39;Producto14
Cliente146;Producto17
Cliente476;Producto15
Cliente525;Producto15
Cliente488;Producto5
Cliente615;Producto10
Cliente886;Producto13
Cliente176;Producto6
Cliente549;Producto10
Cliente677;Producto1
Cliente482;Producto12
Cliente266;Producto14
Cliente647;Producto7
Cliente706;Producto12
Cliente810;Producto3
Cliente962;Producto16
Cliente791;Producto2
Cliente735;Producto4
Cliente273;Producto6
Cliente186;Producto13
Cliente210;Producto1
Cliente698;Producto2
Cliente210;Producto2
Cliente853;Producto10
Cliente229;Producto4
Cliente67;Producto20
Cliente196;Producto5
Cliente934;Producto18
Cliente830;Producto1
Cliente912;Producto3
Cliente627;Producto2
Cliente721;Producto1
Cliente441;Producto15
Cliente852;Producto7
Cliente49;Producto20
Cliente351;Producto2
Cliente329;Producto7
Cliente786;Producto4
Cliente274;Producto7
Cliente517;Producto3
Cliente384;Producto7
Cliente742;Producto8
Cliente763;Producto9
Cliente760;Producto14
Cliente569;Producto6
Cliente995;Producto11
Cliente369;Producto10
Cliente893;Producto3
Cliente212;Producto5
Cliente506;Producto15
Cliente724;Producto8
Cliente50;Producto1
Cliente429;Producto18
Cliente729;Producto2
Cliente941;Producto6
Cliente248;Producto19
Cliente702;Producto15
Cliente659;Producto18
Cliente519;Producto3
Cliente589;Producto14
Cliente211;Producto12
Cliente168;Producto15
Cliente417;Producto17
Cliente111;Producto14
Cliente885;Producto3
Cliente703;Producto5
Cliente636;Producto17
Cliente815;Producto9
Cliente574;Producto6
Cliente684;Producto17
Cliente403;Producto2
Cliente733;Producto14
Cliente275;Producto14
Cliente117;Producto15
Cliente138;Producto19
Cliente224;Producto2
Cliente378;Producto11
Cliente322;Producto18
Cliente582;Producto13
Cliente249;Producto20
Cliente505;Producto1
Cliente378;Producto17
Cliente340;Producto16
Cliente99;Producto20
Cliente659;Producto6
Cliente402;Producto18
Cliente859;Producto3
Cliente999;Producto8
Cliente482;Producto20
Cliente579;Producto10
Cliente411;Producto19
Cliente390;Producto20
Cliente436;Producto7
Cliente1;Producto1
Cliente269;Producto11
Cliente60;Producto20
Cliente650;Producto17
Cliente426;Producto11
Cliente457;Producto16
Cliente796;Producto18
Cliente267;Producto4
Cliente829;Producto13
Cliente179;Producto7
Cliente440;Producto19
Cliente808;Producto4
Cliente330;Producto9
Cliente932;Producto20
Cliente683;Producto17
Cliente54;Producto18
Cliente80;Producto17
Cliente971;Producto18
Cliente455;Producto10
Cliente502;Producto9
Cliente510;Producto16
Cliente62;Producto18
Cliente894;Producto18
Cliente253;Producto3
Cliente223;Producto18
Cliente101;Producto11
Cliente882;Producto4
Cliente625;Producto3
Cliente638;Producto10
Cliente282;Producto13
Cliente211;Producto8
Cliente937;Producto3
Cliente221;Producto16
Cliente55;Producto6
Cliente865;Producto7
Cliente533;Producto17
Cliente280;Producto13
Cliente268;Producto2
Cliente154;Producto5
Cliente950;Producto2
Cliente616;Producto18
Cliente870;Producto19
Cliente493;Producto5
Cliente189;Producto12
Cliente69;Producto9
Cliente232;Producto4
Cliente350;Producto16
Cliente340;Producto14
Cliente804;Producto3
Cliente737;Producto20
Cliente641;Producto13
Cliente351;Producto14
Cliente662;Producto7
Cliente873;Producto20
Cliente601;Producto1
Cliente56;Producto15
Cliente542;Producto7
Cliente828;Producto9
Cliente285;Producto9
Cliente830;Producto19
Cliente542;Producto14
Cliente264;Producto16
Cliente387;Producto8
Cliente579;Producto6
Cliente279;Producto3
Cliente342;Producto3
Cliente25;Producto7
Cliente644;Producto7
Cliente314;Producto16
Cliente168;Producto1
Cliente693;Producto9
Cliente327;Producto15
Cliente409;Producto18
Cliente400;Producto9
Cliente383;Producto12
Cliente687;Producto16
Cliente15;Producto13
Cliente733;Producto16
Cliente209;Producto7
Cliente763;Producto5
Cliente987;Producto8
Cliente517;Producto17
Cliente748;Producto6
Cliente907;Producto14
Cliente435;Producto11
Cliente970;Producto15
Cliente468;Producto17
Cliente925;Producto15
Cliente568;Producto19
Cliente568;Producto17
Cliente76;Producto12
Cliente549;Producto2
Cliente521;Producto19
Cliente41;Producto1
Cliente185;Producto14
Cliente679;Producto3
Cliente469;Producto5
Cliente208;Producto6
Cliente354;Producto19
Cliente715;Producto1
Cliente337;Producto13
Cliente571;Producto15
Cliente49;Producto4
Cliente309;Producto8
Cliente892;Producto14
Cliente10;Producto13
Cliente833;Producto9
Cliente520;Producto6
Cliente406;Producto10
Cliente805;Producto13
Cliente779;Producto6
Cliente664;Producto4
Cliente914;Producto8
Cliente82;Producto17
Cliente980;Producto1
Cliente416;Producto2
Cliente5;Producto10
Cliente772;Producto1
Cliente953;Producto8
Cliente331;Producto20
Cliente864;Producto2
Cliente427;Producto18
Cliente835;Producto10
Cliente342;Producto5
Cliente325;Producto11
Cliente425;Producto19
Cliente903;Producto1
Cliente775;Producto1
Cliente326;Producto18
Cliente730;Producto11
Cliente710;Producto8
Cliente177;Producto10
Cliente301;Producto3
Cliente869;Producto13
Cliente233;Producto11
Cliente395;Producto15
Cliente472;Producto4
Cliente777;Producto6
Cliente178;Producto3
Cliente667;Producto2
Cliente322;Producto8
Cliente391;Producto6
Cliente911;Producto11
Cliente838;Producto8
Cliente110;Producto1
Cliente170;Producto3
Cliente929;Producto16
Cliente378;Producto18
Cliente442;Producto12
Cliente765;Producto9
Cliente332;Producto4
Cliente536;Producto15
Cliente245;Producto8
Cliente411;Producto8
Cliente647;Producto10
Cliente415;Producto6
Cliente686;Producto14
Cliente800;Producto5
Cliente88;Producto2
Cliente113;Producto15
Cliente305;Producto2
Cliente646;Producto3
Cliente756;Producto7
Cliente712;Producto4
Cliente150;Producto11
Cliente191;Producto15
Cliente919;Producto14
Cliente263;Producto15
Cliente799;Producto10
Cliente773;Producto19
Cliente411;Producto13
Cliente299;Producto19
Cliente422;Producto17
Cliente385;Producto15
Cliente581;Producto20
Cliente738;Producto1
Cliente642;Producto20
Cliente761;Producto18
Cliente101;Producto5
Cliente479;Producto1
Cliente169;Producto12
Cliente439;Producto2
Cliente889;Producto1
Cliente176;Producto1
Cliente807;Producto19
Cliente711;Producto10
Cliente240;Producto15
Cliente554;Producto1
Cliente110;Producto12
Cliente571;Producto10
Cliente817;Producto3
Cliente871;Producto20
Cliente894;Producto12
Cliente413;Producto15
Cliente501;Producto2
Cliente49;Producto13
Cliente953;Producto6
Cliente738;Producto2
Cliente62;Producto7
Cliente177;Producto4
Cliente799;Producto9
Cliente670;Producto2
Cliente754;Producto12
Cliente45;Producto4
Cliente750;Producto20
Cliente97;Producto14
Cliente468;Producto10
Cliente718;Producto4
Cliente234;Producto20
Cliente940;Producto9
Cliente188;Producto19
Cliente601;Producto17
Cliente189;Producto17
Cliente128;Producto17
Cliente820;Producto1
Cliente415;Producto4
Cliente635;Producto9
Cliente610;Producto16
Cliente871;Producto5
Cliente355;Producto20
Cliente600;Producto14
Cliente22;Producto5
Cliente695;Producto16
Cliente539;Producto14
Cliente70;Producto6
Cliente127;Producto4
Cliente279;Producto6
Cliente985;Producto5
Cliente100;Producto8
Cliente338;Producto5
Cliente925;Producto4
Cliente479;Producto7
Cliente378;Producto11
Cliente119;Producto10
Cliente608;Producto2
Cliente354;Producto17
Cliente241;Producto17
Cliente999;Producto6
Cliente318;Producto13
Cliente355;Producto1
Cliente394;Producto2
Cliente382;Producto9
Cliente231;Producto18
Cliente984;Producto12
Cliente620;Producto11
Cliente404;Producto9
Cliente323;Producto13
Cliente671;Producto7
Cliente226;Producto14
Cliente346;Producto17
Cliente425;Producto11
Cliente202;Producto7
Cliente981;Producto19
Cliente187;Producto17
Cliente736;Producto11
Cliente186;Producto11
Cliente489;Producto2
Cliente665;Producto3
Cliente828;Producto3
Cliente917;Producto12
Cliente415;Producto7
Cliente44;Producto6
Cliente583;Producto9
Cliente76;Producto1
Cliente500;Producto13
Cliente763;Producto1
Cliente98;Producto10
Cliente893;Producto14
Cliente975;Producto4
Cliente285;Producto7
Cliente414;Producto2
Cliente31;Producto8
Cliente217;Producto12
Cliente954;Producto19
Cliente444;Producto18
Cliente176;Producto4
Cliente501;Producto14
Cliente343;Producto20
Cliente259;Producto17
Cliente965;Producto2
Cliente487;Producto19
Cliente981;Producto4
Cliente558;Producto19
Cliente603;Producto1
Cliente663;Producto18
Cliente540;Producto18
Cliente429;Producto7
Cliente934;Producto14
Cliente252;Producto9
Cliente103;Producto9
Cliente510;Producto6
Cliente513;Producto13
Cliente599;Producto10
Cliente565;Producto16
Cliente663;Producto6
Cliente141;Producto9
Cliente456;Producto5
Cliente27;Producto13
Cliente566;Producto4
Cliente832;Producto18
Cliente672;Producto20
Cliente443;Producto15
Cliente741;Producto11
Cliente750;Producto14
Cliente442;Producto4
Cliente673;Producto5
Cliente283;Producto5
Cliente483;Producto16
Cliente780;Producto11
Cliente306;Producto7
Cliente543;Producto13
Cliente211;Producto1
Cliente460;Producto17
Cliente955;Producto8
Cliente275;Producto13
Cliente960;Producto3
Cliente698;Producto16
Cliente640;Producto1
Cliente434;Producto18
Cliente257;Producto6
Cliente653;Producto7
Cliente825;Producto11
Cliente946;Producto13
Cliente262;Producto7
Cliente202;Producto18
Cliente345;Producto20
Cliente874;Producto19
Cliente468;Producto4
Cliente805;Producto14
Cliente240;Producto15
Cliente494;Producto3
Cliente714;Producto13
Cliente365;Producto17
Cliente948;Producto13
Cliente586;Producto12
Cliente495;Producto18
Cliente758;Producto20
Cliente265;Producto6
Cliente167;Producto10
Cliente218;Producto5
Cliente314;Producto5
Cliente612;Producto15
Cliente687;Producto16
Cliente547;Producto11
Cliente328;Producto17
Cliente8;Producto7
Cliente726;Producto6
Cliente655;Producto15
Cliente23;Producto14
Cliente314;Producto15
Cliente502;Producto2
Cliente652;Producto11
Cliente927;Producto1
Cliente852;Producto19
Cliente165;Producto8
Cliente279;Producto2
Cliente977;Producto16
Cliente588;Producto6
Cliente665;Producto1
Cliente365;Producto19
Cliente985;Producto19
Cliente826;Producto1
Cliente838;Producto8
Cliente751;Producto19
Cliente608;Producto4
Cliente873;Producto2
Cliente275;Producto13
Cliente118;Producto14
