;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
Cliente483;Producto18;Producto11;Producto6;Producto1;Producto14;Producto8;Producto7;Producto19;Producto2;Producto9;Producto17;Producto13;Producto10;Producto3;Producto4;Producto20;Producto5;Producto15;NA
Cliente824;Producto11;Producto13;Producto2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente796;Producto4;Producto17;Producto1;Producto14;Producto2;Producto5;Producto7;Producto12;Producto10;Producto20;Producto3;Producto11;Producto15;Producto16;Producto13;NA;NA;NA;NA
Cliente440;Producto6;Producto1;Producto11;Producto3;Producto4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente453;Producto11;Producto13;Producto5;Producto17;Producto9;Producto2;Producto15;Producto16;Producto7;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente7;Producto12;Producto17;Producto6;Producto11;Producto4;Producto19;Producto16;Producto3;Producto7;Producto18;Producto8;Producto14;Producto20;NA;NA;NA;NA;NA;NA
Cliente590;Producto2;Producto17;Producto4;Producto15;Producto13;Producto11;Producto16;Producto19;Producto8;Producto9;Producto5;Producto3;Producto1;Producto6;Producto14;Producto12;NA;NA;NA
Cliente215;Producto2;Producto4;Producto11;Producto6;Producto1;Producto10;Producto5;Producto16;Producto15;Producto13;Producto8;Producto18;Producto7;Producto9;Producto20;Producto14;Producto3;Producto12;NA
Cliente857;Producto1;Producto15;Producto3;Producto2;Producto14;Producto4;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente334;Producto6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente408;Producto18;Producto8;Producto2;Producto4;Producto5;Producto11;Producto6;Producto15;Producto12;Producto20;Producto17;Producto10;Producto1;Producto19;Producto9;NA;NA;NA;NA
Cliente122;Producto4;Producto17;Producto6;Producto2;Producto18;Producto12;Producto3;Producto13;Producto11;Producto5;Producto10;Producto8;Producto20;Producto19;Producto15;Producto16;Producto14;Producto7;NA
Cliente316;Producto17;Producto9;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente356;Producto1;Producto6;Producto18;Producto2;Producto9;Producto10;Producto15;Producto5;Producto12;Producto8;Producto16;Producto13;Producto19;Producto3;Producto14;Producto20;Producto7;NA;NA
Cliente644;Producto2;Producto6;Producto16;Producto17;Producto9;Producto13;Producto19;Producto14;Producto15;Producto20;Producto18;Producto5;Producto1;Producto4;Producto8;Producto12;Producto10;Producto3;NA
Cliente592;Producto13;Producto8;Producto2;Producto3;Producto11;Producto17;Producto6;Producto7;Producto1;Producto20;Producto16;NA;NA;NA;NA;NA;NA;NA;NA
Cliente377;Producto2;Producto1;Producto17;Producto12;Producto10;Producto15;Producto16;Producto13;Producto6;Producto9;Producto19;Producto5;Producto8;Producto7;Producto3;Producto18;Producto20;Producto4;NA
Cliente375;Producto2;Producto5;Producto6;Producto14;Producto17;Producto18;Producto10;Producto11;Producto9;Producto19;Producto7;Producto1;Producto16;NA;NA;NA;NA;NA;NA
Cliente189;Producto13;Producto20;Producto11;Producto10;Producto2;Producto3;Producto8;Producto14;Producto9;Producto1;Producto6;Producto19;Producto5;Producto16;Producto7;NA;NA;NA;NA
Cliente345;Producto10;Producto6;Producto12;Producto1;Producto5;Producto14;Producto4;Producto18;Producto11;Producto7;Producto3;Producto2;Producto13;Producto19;Producto17;Producto15;Producto9;Producto16;NA
Cliente165;Producto6;Producto15;Producto11;Producto18;Producto1;Producto10;Producto17;Producto7;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente701;Producto1;Producto6;Producto9;Producto15;Producto13;Producto10;Producto7;Producto17;Producto16;Producto5;Producto20;Producto2;Producto12;Producto11;Producto8;Producto3;NA;NA;NA
Cliente865;Producto5;Producto4;Producto15;Producto16;Producto12;Producto9;Producto18;Producto13;Producto11;Producto6;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente562;Producto16;Producto1;Producto13;Producto20;Producto12;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente728;Producto18;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente129;Producto17;Producto2;Producto1;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente364;Producto2;Producto17;Producto12;Producto8;Producto16;Producto6;Producto11;Producto18;Producto4;Producto5;Producto3;Producto15;NA;NA;NA;NA;NA;NA;NA
Cliente734;Producto13;Producto18;Producto2;Producto3;Producto17;Producto15;Producto1;Producto12;Producto5;Producto9;Producto20;Producto11;Producto8;Producto10;Producto16;Producto7;Producto14;NA;NA
Cliente813;Producto9;Producto1;Producto18;Producto14;Producto2;Producto3;Producto20;Producto16;Producto4;Producto11;Producto5;Producto15;Producto8;Producto10;Producto17;Producto19;Producto13;Producto7;NA
Cliente230;Producto18;Producto8;Producto11;Producto2;Producto6;Producto7;Producto17;Producto3;Producto1;Producto20;Producto16;Producto5;Producto4;NA;NA;NA;NA;NA;NA
Cliente93;Producto5;Producto6;Producto1;Producto19;Producto14;Producto12;Producto16;Producto11;Producto2;Producto7;Producto3;Producto4;Producto10;Producto20;Producto13;Producto17;Producto9;Producto15;Producto18
Cliente965;Producto10;Producto17;Producto6;Producto3;Producto15;Producto18;Producto14;Producto7;Producto1;Producto12;Producto20;Producto13;Producto11;NA;NA;NA;NA;NA;NA
Cliente257;Producto20;Producto8;Producto2;Producto10;Producto4;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente706;Producto18;Producto6;Producto4;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente518;Producto1;Producto2;Producto15;Producto17;Producto11;Producto5;Producto10;Producto7;Producto13;Producto14;Producto6;Producto20;NA;NA;NA;NA;NA;NA;NA
Cliente615;Producto6;Producto20;Producto15;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente718;Producto15;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente523;Producto17;Producto18;Producto13;Producto15;Producto16;Producto3;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente895;Producto4;Producto5;Producto17;Producto19;Producto14;Producto1;Producto9;Producto20;Producto18;Producto3;Producto8;Producto12;NA;NA;NA;NA;NA;NA;NA
Cliente810;Producto20;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente114;Producto8;Producto1;Producto10;Producto11;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente259;Producto6;Producto16;Producto9;Producto2;Producto10;Producto1;Producto8;Producto7;Producto4;Producto3;Producto18;Producto5;Producto12;Producto20;Producto14;NA;NA;NA;NA
Cliente54;Producto4;Producto6;Producto2;Producto1;Producto13;Producto16;Producto14;Producto5;Producto7;Producto10;Producto3;Producto12;Producto20;Producto8;NA;NA;NA;NA;NA
Cliente155;Producto20;Producto16;Producto4;Producto6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente14;Producto1;Producto12;Producto4;Producto19;Producto15;Producto14;Producto17;Producto7;Producto13;Producto9;Producto8;Producto11;Producto5;NA;NA;NA;NA;NA;NA
Cliente352;Producto12;Producto13;Producto15;Producto5;Producto2;Producto4;Producto7;Producto18;Producto6;Producto19;Producto11;Producto1;Producto10;Producto14;NA;NA;NA;NA;NA
Cliente766;Producto1;Producto5;Producto14;Producto20;Producto7;Producto13;Producto9;Producto11;Producto2;Producto10;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente30;Producto6;Producto19;Producto4;Producto13;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente616;Producto2;Producto6;Producto11;Producto1;Producto13;Producto20;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente554;Producto4;Producto12;Producto13;Producto16;Producto19;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente647;Producto20;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente237;Producto18;Producto11;Producto2;Producto15;Producto19;Producto16;Producto6;Producto7;Producto10;Producto20;Producto8;Producto4;Producto13;Producto3;Producto5;Producto9;NA;NA;NA
Cliente584;Producto19;Producto11;Producto3;Producto15;Producto4;Producto2;Producto1;Producto17;Producto10;Producto5;Producto8;Producto7;Producto20;Producto14;Producto12;Producto16;Producto18;NA;NA
Cliente869;Producto18;Producto12;Producto11;Producto10;Producto20;Producto2;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente29;Producto3;Producto15;Producto6;Producto2;Producto20;Producto8;Producto14;Producto16;Producto4;Producto1;Producto12;Producto19;Producto18;NA;NA;NA;NA;NA;NA
Cliente430;Producto17;Producto13;Producto1;Producto3;Producto16;Producto19;Producto9;Producto6;Producto10;Producto11;Producto8;Producto12;Producto7;Producto20;NA;NA;NA;NA;NA
Cliente663;Producto9;Producto20;Producto8;Producto3;Producto14;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente22;Producto10;Producto4;Producto8;Producto16;Producto1;Producto12;Producto18;Producto9;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente331;Producto18;Producto11;Producto13;Producto14;Producto10;Producto16;Producto7;Producto19;Producto12;Producto5;Producto9;NA;NA;NA;NA;NA;NA;NA;NA
Cliente806;Producto5;Producto18;Producto13;Producto3;Producto12;Producto6;Producto4;Producto9;Producto2;Producto8;Producto16;Producto10;NA;NA;NA;NA;NA;NA;NA
Cliente937;Producto11;Producto19;Producto17;Producto9;Producto4;Producto15;Producto12;Producto5;Producto20;Producto6;Producto13;Producto10;Producto7;Producto8;Producto14;Producto16;NA;NA;NA
Cliente376;Producto2;Producto18;Producto12;Producto7;Producto6;Producto4;Producto16;Producto10;Producto15;Producto1;Producto17;Producto8;Producto13;Producto19;Producto9;Producto11;Producto5;Producto20;Producto3
Cliente655;Producto11;Producto20;Producto13;Producto1;Producto9;Producto16;Producto17;Producto19;Producto6;Producto12;Producto14;Producto18;Producto2;NA;NA;NA;NA;NA;NA
Cliente228;Producto12;Producto18;Producto4;Producto2;Producto9;Producto7;Producto11;Producto10;Producto17;Producto3;Producto5;Producto6;Producto8;Producto20;Producto1;Producto16;Producto15;Producto19;NA
Cliente61;Producto9;Producto20;Producto18;Producto10;Producto17;Producto12;Producto7;Producto5;Producto13;Producto2;Producto3;Producto15;Producto16;Producto1;Producto19;Producto8;NA;NA;NA
Cliente845;Producto8;Producto19;Producto1;Producto17;Producto6;Producto15;Producto4;Producto3;Producto10;Producto11;Producto12;Producto18;Producto14;Producto2;Producto20;Producto9;Producto13;Producto7;Producto16
Cliente854;Producto2;Producto19;Producto12;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente249;Producto15;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente559;Producto14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente169;Producto4;Producto10;Producto18;Producto14;Producto11;Producto8;Producto5;Producto2;Producto17;Producto15;Producto3;Producto13;Producto19;Producto16;NA;NA;NA;NA;NA
Cliente120;Producto1;Producto14;Producto17;Producto20;Producto5;Producto18;Producto15;Producto9;Producto13;Producto19;Producto6;Producto8;Producto11;Producto16;Producto2;Producto12;Producto3;Producto7;NA
Cliente648;Producto13;Producto17;Producto3;Producto1;Producto8;Producto14;Producto2;Producto12;Producto19;Producto15;Producto5;Producto20;Producto6;Producto9;NA;NA;NA;NA;NA
Cliente340;Producto17;Producto1;Producto9;Producto4;Producto11;Producto8;Producto12;Producto7;Producto13;Producto2;Producto6;Producto15;Producto3;NA;NA;NA;NA;NA;NA
Cliente911;Producto9;Producto1;Producto10;Producto18;Producto4;Producto3;Producto20;Producto7;Producto8;Producto2;Producto13;NA;NA;NA;NA;NA;NA;NA;NA
Cliente884;Producto11;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente207;Producto8;Producto15;Producto20;Producto17;Producto10;Producto16;Producto18;Producto1;Producto14;Producto13;Producto6;Producto7;Producto3;Producto12;NA;NA;NA;NA;NA
Cliente747;Producto11;Producto15;Producto7;Producto10;Producto8;Producto14;Producto4;Producto2;Producto12;Producto19;Producto9;Producto3;Producto17;Producto6;Producto1;Producto20;NA;NA;NA
Cliente450;Producto6;Producto14;Producto13;Producto3;Producto15;Producto17;Producto5;Producto9;Producto12;Producto19;Producto8;Producto4;Producto1;NA;NA;NA;NA;NA;NA
Cliente849;Producto6;Producto18;Producto5;Producto17;Producto1;Producto20;Producto16;Producto11;Producto15;Producto8;Producto2;Producto9;Producto4;Producto12;Producto13;Producto14;Producto10;Producto7;NA
Cliente275;Producto4;Producto6;Producto20;Producto2;Producto12;Producto1;Producto10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente758;Producto6;Producto17;Producto19;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente386;Producto4;Producto12;Producto19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente953;Producto4;Producto19;Producto11;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente892;Producto2;Producto10;Producto12;Producto6;Producto4;Producto9;Producto17;Producto8;Producto7;Producto11;Producto1;Producto15;Producto19;Producto13;Producto16;Producto5;Producto18;Producto3;NA
Cliente414;Producto16;Producto18;Producto7;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente341;Producto14;Producto13;Producto2;Producto5;Producto20;Producto10;Producto9;Producto3;Producto15;Producto8;Producto17;Producto19;Producto1;Producto6;NA;NA;NA;NA;NA
Cliente299;Producto1;Producto15;Producto17;Producto20;Producto13;Producto5;Producto6;Producto11;Producto14;Producto8;Producto4;Producto3;Producto7;Producto12;Producto18;Producto16;NA;NA;NA
Cliente552;Producto11;Producto1;Producto19;Producto12;Producto10;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente929;Producto6;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente330;Producto2;Producto1;Producto10;Producto14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente873;Producto3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente855;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente864;Producto19;Producto11;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente618;Producto17;Producto9;Producto11;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente344;Producto17;Producto1;Producto9;Producto19;Producto14;Producto7;Producto6;Producto15;Producto18;Producto16;Producto8;Producto3;Producto13;Producto10;Producto4;Producto5;Producto20;NA;NA
Cliente950;Producto20;Producto9;Producto13;Producto8;Producto11;Producto1;Producto16;Producto7;Producto6;Producto19;Producto18;Producto10;Producto17;Producto4;Producto5;Producto3;Producto15;NA;NA
Cliente323;Producto15;Producto7;Producto1;Producto11;Producto3;Producto12;Producto2;Producto9;Producto20;Producto19;Producto6;Producto17;NA;NA;NA;NA;NA;NA;NA
Cliente908;Producto1;Producto6;Producto12;Producto17;Producto8;Producto13;Producto7;Producto3;Producto14;Producto15;Producto20;Producto4;Producto10;Producto16;Producto18;Producto9;NA;NA;NA
Cliente779;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente880;Producto2;Producto18;Producto12;Producto7;Producto6;Producto4;Producto16;Producto10;Producto15;Producto1;Producto17;Producto8;Producto13;Producto19;Producto9;Producto11;Producto5;Producto20;Producto3
Cliente459;Producto3;Producto4;Producto14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente62;Producto19;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente533;Producto14;Producto9;Producto5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente362;Producto2;Producto1;Producto11;Producto13;Producto3;Producto6;Producto18;Producto10;Producto19;Producto20;Producto9;Producto16;Producto4;Producto8;Producto5;Producto7;Producto14;Producto15;NA
Cliente89;Producto18;Producto11;Producto6;Producto1;Producto14;Producto8;Producto7;Producto19;Producto2;Producto9;Producto17;Producto13;Producto10;Producto3;Producto4;Producto20;Producto5;Producto15;NA
Cliente251;Producto8;Producto11;Producto14;Producto10;Producto20;Producto12;Producto4;Producto1;Producto15;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente396;Producto12;Producto18;Producto20;Producto13;Producto15;Producto11;Producto16;Producto10;Producto6;Producto5;Producto17;Producto2;Producto1;Producto3;NA;NA;NA;NA;NA
Cliente888;Producto8;Producto19;Producto1;Producto17;Producto6;Producto15;Producto4;Producto3;Producto10;Producto11;Producto12;Producto18;Producto14;Producto2;Producto20;Producto9;Producto13;Producto7;Producto16
Cliente968;Producto14;Producto13;Producto16;Producto20;Producto11;Producto1;Producto10;Producto17;Producto2;Producto6;Producto15;Producto7;Producto3;NA;NA;NA;NA;NA;NA
Cliente379;Producto4;Producto18;Producto6;Producto17;Producto3;Producto2;Producto10;Producto9;Producto12;Producto8;Producto5;Producto16;Producto20;Producto7;Producto14;NA;NA;NA;NA
Cliente462;Producto15;Producto7;Producto20;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente428;Producto19;Producto4;Producto13;Producto18;Producto7;Producto15;Producto12;Producto10;Producto5;Producto14;Producto16;NA;NA;NA;NA;NA;NA;NA;NA
Cliente44;Producto13;Producto1;Producto19;Producto10;Producto2;Producto18;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente254;Producto16;Producto2;Producto5;Producto6;Producto9;Producto13;Producto4;Producto1;Producto12;Producto15;Producto11;Producto17;Producto18;NA;NA;NA;NA;NA;NA
Cliente738;Producto6;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente909;Producto8;Producto15;Producto2;Producto13;Producto10;Producto11;Producto1;Producto14;Producto7;Producto18;Producto19;Producto9;Producto6;Producto3;Producto12;Producto17;Producto4;Producto20;NA
Cliente401;Producto18;Producto12;Producto19;Producto9;Producto10;Producto8;Producto2;Producto5;Producto1;Producto4;Producto14;Producto17;Producto13;Producto16;Producto3;Producto7;Producto11;NA;NA
Cliente509;Producto1;Producto12;Producto2;Producto20;Producto15;Producto14;Producto4;Producto6;Producto18;Producto9;Producto5;Producto8;NA;NA;NA;NA;NA;NA;NA
Cliente311;Producto1;Producto2;Producto19;Producto4;Producto17;Producto12;Producto6;Producto8;Producto11;Producto13;Producto9;Producto7;Producto3;Producto10;Producto15;Producto16;Producto20;Producto18;NA
Cliente599;Producto18;Producto17;Producto15;Producto2;Producto5;Producto13;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente952;Producto4;Producto14;Producto20;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente980;Producto3;Producto10;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente267;Producto2;Producto9;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente394;Producto1;Producto8;Producto11;Producto4;Producto13;Producto6;Producto14;Producto17;Producto15;Producto7;Producto18;Producto20;Producto3;Producto10;Producto5;Producto9;NA;NA;NA
Cliente642;Producto13;Producto17;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente694;Producto6;Producto10;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente1;Producto6;Producto4;Producto12;Producto10;Producto7;Producto11;Producto17;Producto8;Producto18;Producto3;Producto20;Producto5;Producto15;Producto2;NA;NA;NA;NA;NA
Cliente543;Producto2;Producto17;Producto18;Producto6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente777;Producto14;Producto2;Producto19;Producto12;Producto13;Producto9;Producto10;Producto20;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente653;Producto16;Producto1;Producto12;Producto5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente886;Producto4;Producto1;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente589;Producto4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente388;Producto6;Producto15;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente897;Producto10;Producto9;Producto8;Producto12;Producto1;Producto5;Producto15;Producto3;Producto11;Producto17;Producto2;Producto4;NA;NA;NA;NA;NA;NA;NA
Cliente841;Producto10;Producto12;Producto19;Producto1;Producto6;Producto4;Producto3;Producto13;Producto17;Producto2;Producto11;Producto15;Producto14;Producto7;Producto9;Producto16;NA;NA;NA
Cliente514;Producto18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente313;Producto14;Producto15;Producto6;Producto7;Producto1;Producto11;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente470;Producto11;Producto1;Producto8;Producto15;Producto18;Producto12;Producto17;Producto13;Producto6;Producto20;Producto5;Producto9;Producto10;NA;NA;NA;NA;NA;NA
Cliente807;Producto1;Producto16;Producto17;Producto4;Producto5;Producto12;Producto20;Producto14;Producto7;Producto13;Producto15;NA;NA;NA;NA;NA;NA;NA;NA
Cliente274;Producto14;Producto6;Producto10;Producto12;Producto8;Producto18;Producto17;Producto15;Producto4;Producto13;Producto1;NA;NA;NA;NA;NA;NA;NA;NA
Cliente196;Producto4;Producto10;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente391;Producto9;Producto13;Producto18;Producto12;Producto17;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente178;Producto9;Producto15;Producto14;Producto13;Producto11;Producto10;Producto5;Producto19;Producto12;Producto6;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente780;Producto4;Producto17;Producto2;Producto12;Producto6;Producto19;Producto13;Producto18;Producto20;Producto3;Producto15;Producto16;Producto14;Producto9;Producto8;Producto5;Producto7;Producto10;NA
Cliente474;Producto1;Producto11;Producto6;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente753;Producto17;Producto3;Producto18;Producto12;Producto6;Producto4;Producto15;Producto9;Producto19;Producto5;Producto8;Producto14;Producto2;Producto16;Producto1;Producto7;Producto20;NA;NA
Cliente482;Producto18;Producto3;Producto2;Producto11;Producto17;Producto4;Producto13;Producto14;Producto1;Producto8;Producto10;Producto9;Producto5;Producto7;NA;NA;NA;NA;NA
Cliente43;Producto17;Producto1;Producto2;Producto11;Producto4;Producto10;Producto18;Producto6;Producto14;Producto9;Producto13;Producto15;Producto3;Producto19;Producto12;NA;NA;NA;NA
Cliente850;Producto12;Producto2;Producto4;Producto15;Producto3;Producto10;Producto7;Producto16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente936;Producto6;Producto5;Producto4;Producto19;Producto12;Producto14;Producto11;Producto20;Producto16;Producto9;Producto10;Producto18;Producto17;Producto7;Producto3;Producto2;Producto13;Producto15;NA
Cliente776;Producto6;Producto17;Producto2;Producto16;Producto7;Producto11;Producto18;Producto4;Producto14;Producto5;Producto8;Producto12;Producto3;Producto15;Producto13;NA;NA;NA;NA
Cliente472;Producto1;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente916;Producto5;Producto20;Producto6;Producto16;Producto9;Producto2;Producto12;Producto1;Producto7;Producto14;Producto17;Producto4;Producto13;Producto19;Producto11;Producto18;Producto15;Producto3;NA
Cliente724;Producto20;Producto12;Producto18;Producto13;Producto6;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente579;Producto18;Producto9;Producto16;Producto14;Producto8;Producto3;Producto15;Producto20;Producto7;Producto5;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente74;Producto10;Producto11;Producto13;Producto6;Producto7;Producto8;Producto4;Producto3;Producto9;Producto14;Producto16;Producto15;NA;NA;NA;NA;NA;NA;NA
Cliente856;Producto16;Producto4;Producto10;Producto15;Producto1;Producto2;Producto6;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente935;Producto16;Producto1;Producto5;Producto15;Producto12;Producto11;Producto17;Producto8;Producto4;Producto6;Producto2;Producto10;Producto18;Producto20;Producto7;Producto9;Producto3;Producto13;NA
Cliente60;Producto18;Producto1;Producto13;Producto4;Producto9;Producto2;Producto6;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente210;Producto14;Producto5;Producto17;Producto18;Producto6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente426;Producto2;Producto12;Producto7;Producto6;Producto20;Producto10;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente705;Producto9;Producto4;Producto10;Producto17;Producto2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente802;Producto6;Producto10;Producto15;Producto20;Producto11;Producto5;Producto13;Producto3;Producto14;Producto17;Producto2;Producto4;Producto1;NA;NA;NA;NA;NA;NA
Cliente195;Producto1;Producto17;Producto2;Producto13;Producto16;Producto15;Producto9;Producto18;Producto14;Producto10;Producto7;Producto6;Producto3;Producto12;Producto5;Producto8;Producto20;Producto4;NA
Cliente4;Producto4;Producto12;Producto20;Producto19;Producto11;Producto6;Producto13;Producto14;Producto5;Producto9;Producto10;Producto17;Producto2;Producto16;Producto7;Producto8;Producto15;Producto3;NA
Cliente800;Producto17;Producto4;Producto14;Producto10;Producto15;Producto3;Producto18;Producto6;Producto19;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente49;Producto2;Producto17;Producto12;Producto14;Producto6;Producto9;Producto10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
